MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Current - Supply,Data Rate,DigiKey Programmable,Function,Grade,Input Type,Interface,Number of Inputs,Number of Outputs,Operating Temperature,Output Type,Protocol,Qualification,Series,Standards,Voltage - Supply
MCP2155T-I/SS,Microchip Technology,IC IRDA PROTOCOL CONTRLR 20-SSOP,pmic-supervisors,0,4.543,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21690B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2155T-I-SS/443714,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2200-E/SS,Microchip Technology,USB 2.0 TO UART PROTOCOL CONVERT,pmic-supervisors,120,2.61,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP2200-USB-2.0-to-UART-Protocol-Converter-with-GPIO-DS20002228E.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2200-E-SS/16624499,15mA,,Not Verified,"Bridge, USB to UART",,,UART,,,-40°C ~ 125°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2200-I/MQ,Microchip Technology,IC USB TO UART 20QFN,pmic-supervisors,28,2.83,20-VQFN Exposed Pad,,Active,,https://www.digikey.com/en/products/detail/microchip-technology/MCP2200-I-MQ/2260701,13mA,,Not Verified,"Bridge, USB to UART",,,UART,,,-40°C ~ 85°C (TA),,USB,,,USB 2.0,3V ~ 5.5V
MCP2200-I/SO,Microchip Technology,IC USB TO UART 20SOIC,pmic-supervisors,0,2.61,"20-SOIC (0.295"", 7.50mm Width)",,Active,,https://www.digikey.com/en/products/detail/microchip-technology/MCP2200-I-SO/2260699,13mA,,Not Verified,"Bridge, USB to UART",,,UART,,,-40°C ~ 85°C (TA),,USB,,,USB 2.0,3V ~ 5.5V
MCP2200-I/SS,Microchip Technology,IC USB TO UART 20SSOP,pmic-supervisors,191,2.61,"20-SSOP (0.209"", 5.30mm Width)",,Active,,https://www.digikey.com/en/products/detail/microchip-technology/MCP2200-I-SS/2260702,13mA,,Not Verified,"Bridge, USB to UART",,,UART,,,-40°C ~ 85°C (TA),,USB,,,USB 2.0,3V ~ 5.5V
MCP2200T-E/MQVAO,Microchip Technology,IC USB TO UART BRIDGE 20VQFN,pmic-supervisors,0,2.541,20-VQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2200-USB-2.0-to-UART-Protocol-Converter-with-GPIO-DS20002228E.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2200T-E-MQVAO/8323405,15mA,,Not Verified,"Bridge, USB to UART",Automotive,,UART,,,-40°C ~ 125°C,,USB,AEC-Q100,,USB 2.0,3V ~ 5.5V
MCP2200T-E/SS,Microchip Technology,USB 2.0 TO UART PROTOCOL CONVERT,pmic-supervisors,1153,2.61,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/OTH/ProductDocuments/DataSheets/MCP2200-USB-2.0-to-UART-Protocol-Converter-with-GPIO-DS20002228E.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2200T-E-SS/16623929,15mA,,Not Verified,"Bridge, USB to UART",,,UART,,,-40°C ~ 125°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2200T-I/MQ,Microchip Technology,IC USB 2.0 - UART 20QFN,pmic-supervisors,2399,2.83,20-VQFN Exposed Pad,,Active,,https://www.digikey.com/en/products/detail/microchip-technology/MCP2200T-I-MQ/2342440,13mA,,Not Verified,"Bridge, USB to UART",,,UART,,,-40°C ~ 85°C (TA),,USB,,,USB 2.0,3V ~ 5.5V
MCP2200T-I/SO,Microchip Technology,IC USB 2.0 - UART 20SOIC,pmic-supervisors,4068,2.61,"20-SOIC (0.295"", 7.50mm Width)",,Active,,https://www.digikey.com/en/products/detail/microchip-technology/MCP2200T-I-SO/2342398,13mA,,Not Verified,"Bridge, USB to UART",,,UART,,,-40°C ~ 85°C (TA),,USB,,,USB 2.0,3V ~ 5.5V
MCP2200T-I/SS,Microchip Technology,IC USB 2.0 - UART 20SSOP,pmic-supervisors,2846,2.61,"20-SSOP (0.209"", 5.30mm Width)",,Active,,https://www.digikey.com/en/products/detail/microchip-technology/MCP2200T-I-SS/2342397,13mA,,Not Verified,"Bridge, USB to UART",,,UART,,,-40°C ~ 85°C (TA),,USB,,,USB 2.0,3V ~ 5.5V
MCP2210-I/MQ,Microchip Technology,IC CONVERTER USB-SPI 20-QFN,pmic-supervisors,228,2.83,20-VQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP2210-USB-to-SPI-Protocol-Converter-with-GPIO-%28Host-Mode%29-20002288C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2210-I-MQ/2835085,13mA,,Not Verified,"Bridge, USB to SPI",,,SPI,,,-40°C ~ 85°C,,USB,,,USB 2.0,3.3V ~ 5.5V
MCP2210-I/SO,Microchip Technology,IC CONVERTER USB-SPI 20-SOIC,pmic-supervisors,197,2.62,"20-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP2210-USB-to-SPI-Protocol-Converter-with-GPIO-%28Host-Mode%29-20002288C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2210-I-SO/2835086,13mA,,Not Verified,"Bridge, USB to SPI",,,SPI,,,-40°C ~ 85°C,,USB,,,USB 2.0,3.3V ~ 5.5V
MCP2210-I/SS,Microchip Technology,IC CONVERTER USB-SPI 20-SSOP,pmic-supervisors,952,2.62,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP2210-USB-to-SPI-Protocol-Converter-with-GPIO-%28Host-Mode%29-20002288C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2210-I-SS/2835087,13mA,,Not Verified,"Bridge, USB to SPI",,,SPI,,,-40°C ~ 85°C,,USB,,,USB 2.0,3.3V ~ 5.5V
MCP2210T-I/MQ,Microchip Technology,IC CONVERTER USB-SPI 20-QFN,pmic-supervisors,10247,2.83,20-VQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP2210-USB-to-SPI-Protocol-Converter-with-GPIO-%28Host-Mode%29-20002288C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2210T-I-MQ/2834729,13mA,,Not Verified,"Bridge, USB to SPI",,,SPI,,,-40°C ~ 85°C,,USB,,,USB 2.0,3.3V ~ 5.5V
MCP2210T-I/SO,Microchip Technology,IC CONVERTER USB-SPI 20-SOIC,pmic-supervisors,0,2.2022,"20-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP2210-USB-to-SPI-Protocol-Converter-with-GPIO-%28Host-Mode%29-20002288C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2210T-I-SO/2834730,13mA,,Not Verified,"Bridge, USB to SPI",,,SPI,,,-40°C ~ 85°C,,USB,,,USB 2.0,3.3V ~ 5.5V
MCP2210T-I/SS,Microchip Technology,IC CONVERTER USB-SPI 20-SSOP,pmic-supervisors,2725,2.62,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP2210-USB-to-SPI-Protocol-Converter-with-GPIO-%28Host-Mode%29-20002288C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2210T-I-SS/2834731,13mA,,Not Verified,"Bridge, USB to SPI",,,SPI,,,-40°C ~ 85°C,,USB,,,USB 2.0,3.3V ~ 5.5V
MCP2221-I/ML,Microchip Technology,IC USB TO I2C BRIDGE DEVICE 16QF,pmic-supervisors,299,3.15,16-VQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005292C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221-I-ML/4902584,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221-I/P,Microchip Technology,IC USB TO I2C BRIDGE DEVICE 14PD,pmic-supervisors,425,3.55,"14-DIP (0.300"", 7.62mm)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005292C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221-I-P/4902585,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221-I/SL,Microchip Technology,IC USB TO I2C BRIDGE DEVICE 14SO,pmic-supervisors,323,2.89,"14-SOIC (0.154"", 3.90mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005292C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221-I-SL/4902586,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221-I/ST,Microchip Technology,IC USB TO I2C BRIDGE DEVICE 14TS,pmic-supervisors,375,3.15,"14-TSSOP (0.173"", 4.40mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005292C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221-I-ST/4902587,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221A-I/ML,Microchip Technology,IC USB TO I2C/UART 16QFN,pmic-supervisors,1891,2.8,16-VQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005565C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221A-I-ML/6009295,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221A-I/P,Microchip Technology,IC USB TO I2C/UART 14DIP,pmic-supervisors,1195,3.2,"14-DIP (0.300"", 7.62mm)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005565C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221A-I-P/6009296,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221A-I/SL,Microchip Technology,IC USB TO I2C/UART 14SOIC,pmic-supervisors,3092,2.53,"14-SOIC (0.154"", 3.90mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005565C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221A-I-SL/6009297,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221A-I/ST,Microchip Technology,IC USB TO I2C/UART 14TSSOP,pmic-supervisors,921,2.8,"14-TSSOP (0.173"", 4.40mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005565C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221A-I-ST/6009298,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221AT-I/ML,Microchip Technology,IC USB TO I2C/UART 16QFN,pmic-supervisors,548,2.8,16-VQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005565C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221AT-I-ML/6005336,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221AT-I/SL,Microchip Technology,IC USB TO I2C/UART 14SOIC,pmic-supervisors,81,2.53,"14-SOIC (0.154"", 3.90mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005565C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221AT-I-SL/6005337,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221AT-I/ST,Microchip Technology,IC USB TO I2C/UART 14TSSOP,pmic-supervisors,0,2.8,"14-TSSOP (0.173"", 4.40mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005565C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221AT-I-ST/6005338,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221T-I/ML,Microchip Technology,IC USB TO I2C BRIDGE DEVICE 16QF,pmic-supervisors,0,2.618,16-VQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005292C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221T-I-ML/4902853,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221T-I/SL,Microchip Technology,IC USB TO I2C BRIDGE DEVICE 14SO,pmic-supervisors,0,2.4178,"14-SOIC (0.154"", 3.90mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005292C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221T-I-SL/4902854,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP2221T-I/ST,Microchip Technology,IC USB TO I2C BRIDGE DEVICE 14TS,pmic-supervisors,507,3.15,"14-TSSOP (0.173"", 4.40mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/20005292C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2221T-I-ST/4902855,13mA,,Not Verified,"Bridge, USB to I2C/UART",,,"I2C, UART",,,-40°C ~ 85°C,,USB,,,USB 2.0,3V ~ 5.5V
MCP22301-1I/KYX,Microchip Technology,STAND-ALONE USB TYPE-C/PD PORT C,pmic-supervisors,0,1.83259,40-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP22301-Stand-Alone-USB-Type-C-Power-Delivery-3-dot-1-Controller-DS20006887.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP22301-1I-KYX/24617108,,,,Controller,,,SPI,,,-40°C ~ 85°C (TA),,USB,,,USB 3.1,"1.62V ~ 1.98V, 2.97V ~ 3.63V, 4.75V ~ 5.25V"
MCP22301-2I/KYX,Microchip Technology,STAND-ALONE USB TYPE-C/PD PORT C,pmic-supervisors,0,1.83259,40-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP22301-Stand-Alone-USB-Type-C-Power-Delivery-3-dot-1-Controller-DS20006887.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP22301-2I-KYX/24617059,,,,Controller,,,SPI,,,-40°C ~ 85°C (TA),,USB,,,USB 3.1,"1.62V ~ 1.98V, 2.97V ~ 3.63V, 4.75V ~ 5.25V"
MCP22301T-1I/KYX,Microchip Technology,STAND-ALONE USB TYPE-C/PD PORT C,pmic-supervisors,2890,2.17,40-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP22301-Stand-Alone-USB-Type-C-Power-Delivery-3-dot-1-Controller-DS20006887.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP22301T-1I-KYX/24617125,,,,Controller,,,SPI,,,-40°C ~ 85°C (TA),,USB,,,USB 3.1,"1.62V ~ 1.98V, 2.97V ~ 3.63V, 4.75V ~ 5.25V"
MCP22301T-2I/KYX,Microchip Technology,STAND-ALONE USB TYPE-C/PD PORT C,pmic-supervisors,0,2.19,40-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP22301-Stand-Alone-USB-Type-C-Power-Delivery-3-dot-1-Controller-DS20006887.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP22301T-2I-KYX/24617148,,,,Controller,,,SPI,,,-40°C ~ 85°C (TA),,USB,,,USB 3.1,"1.62V ~ 1.98V, 2.97V ~ 3.63V, 4.75V ~ 5.25V"
MCP22350-1I/Q8X,Microchip Technology,HIGHLY INTEGRATED SMALL FORM FAC,pmic-supervisors,350,1.16,28-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP22350-Integrated-Small-Form-Factor-USB-Type-C-Data-Sheet-DS20006885.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP22350-1I-Q8X/24617093,,,,Controller,,,SPI,,,-40°C ~ 85°C (TA),,USB,,,USB 3.1,"1.62V ~ 1.98V, 3.1V ~ 3.47V, 4.75V ~ 5.25V"
MCP22350-2I/Q8X,Microchip Technology,HIGHLY INTEGRATED SMALL FORM FAC,pmic-supervisors,155,1.18,28-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP22350-Integrated-Small-Form-Factor-USB-Type-C-Data-Sheet-DS20006885.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP22350-2I-Q8X/24617055,,,,Controller,,,SPI,,,-40°C ~ 85°C (TA),,USB,,,USB 3.1,"1.62V ~ 1.98V, 3.1V ~ 3.47V, 4.75V ~ 5.25V"
MCP22350T-1I/Q8X,Microchip Technology,HIGHLY INTEGRATED SMALL FORM FAC,pmic-supervisors,5315,1.16,28-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP22350-Integrated-Small-Form-Factor-USB-Type-C-Data-Sheet-DS20006885.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP22350T-1I-Q8X/24617031,,,,Controller,,,SPI,,,-40°C ~ 85°C (TA),,USB,,,USB 3.1,"1.62V ~ 1.98V, 3.1V ~ 3.47V, 4.75V ~ 5.25V"
MCP22350T-2I/Q8X,Microchip Technology,HIGHLY INTEGRATED SMALL FORM FAC,pmic-supervisors,5286,1.18,28-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MCP22350-Integrated-Small-Form-Factor-USB-Type-C-Data-Sheet-DS20006885.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP22350T-2I-Q8X/24617160,,,,Controller,,,SPI,,,-40°C ~ 85°C (TA),,USB,,,USB 3.1,"1.62V ~ 1.98V, 3.1V ~ 3.47V, 4.75V ~ 5.25V"
MCP2510-E/P,Microchip Technology,IC CAN CTLR EXTENDED TEMP 18DIP,pmic-supervisors,0,5.52,"18-DIP (0.300"", 7.62mm)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21291F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2510-E-P/305919,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 125°C,,CANbus,,,CAN 2.0,4.5V ~ 5.5V
MCP2510-E/SO,Microchip Technology,IC CAN CTLR EXTENDED TEMP 18SOIC,pmic-supervisors,24,5.28,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21291F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2510-E-SO/305920,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 125°C,,CANbus,,,CAN 2.0,4.5V ~ 5.5V
MCP2510-I/P,Microchip Technology,IC CAN CONTRLER IND TEMP 18DIP,pmic-supervisors,0,4.36,"18-DIP (0.300"", 7.62mm)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21291F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2510-I-P/285471,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,CANbus,,,CAN 2.0,3V ~ 5.5V
MCP2510-I/SO,Microchip Technology,IC CAN CONTRLER IND TEMP 18SOIC,pmic-supervisors,94,4.17,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21291F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2510-I-SO/305921,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,CANbus,,,CAN 2.0,3V ~ 5.5V
MCP2510-I/ST,Microchip Technology,IC CAN CONTROLLER W/SPI 20TSSOP,pmic-supervisors,818,4.82,"20-TSSOP (0.173"", 4.40mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21291F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2510-I-ST/319403,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,CANbus,,,CAN 2.0,3V ~ 5.5V
MCP2510T-E/SO,Microchip Technology,IC CAN CONTROLLER W/SPI 18-SOIC,pmic-supervisors,0,5.236,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21291F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2510T-E-SO/319404,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 125°C,,CANbus,,,CAN 2.0,4.5V ~ 5.5V
MCP2510T-I/SO,Microchip Technology,IC CAN CONTROLLER W/SPI 18-SOIC,pmic-supervisors,5403,4.17,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21291F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2510T-I-SO/319405,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,CANbus,,,CAN 2.0,3V ~ 5.5V
MCP2510T-I/ST,Microchip Technology,IC CAN CONTROLLER W/SPI 20-TSSOP,pmic-supervisors,0,3.8808,"20-TSSOP (0.173"", 4.40mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21291F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2510T-I-ST/319406,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,CANbus,,,CAN 2.0,3V ~ 5.5V
MCP2515-E/ML,Microchip Technology,IC CAN CTLR SPI 2ND GEN 20QFN,pmic-supervisors,1194,3.09,20-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2515-E-ML/4739302,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 125°C,,CANbus,,,CAN 2.0,2.7V ~ 5.5V
MCP2515-E/P,Microchip Technology,IC CAN CONTROLLER W/SPI 18DIP,pmic-supervisors,150,3.12,"18-DIP (0.300"", 7.62mm)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2515-E-P/593676,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 125°C,,CANbus,,,CAN 2.0,2.7V ~ 5.5V
MCP2515-E/SO,Microchip Technology,IC CAN CONTROLLER W/SPI 18SOIC,pmic-supervisors,3428,2.97,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2515-E-SO/593677,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 125°C,,CANbus,,,CAN 2.0,2.7V ~ 5.5V
MCP2515-E/ST,Microchip Technology,IC CAN CONTROLLER W/SPI 20TSSOP,pmic-supervisors,1730,3.05,"20-TSSOP (0.173"", 4.40mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2515-E-ST/593678,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 125°C,,CANbus,,,CAN 2.0,2.7V ~ 5.5V
MCP2515-I/ML,Microchip Technology,IC CAN CTLR SPI 2ND GEN 20QFN,pmic-supervisors,2328,2.69,20-VFQFN Exposed Pad,,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2515-I-ML/4739303,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,CANbus,,,CAN 2.0,2.7V ~ 5.5V
MCP2515-I/P,Microchip Technology,IC CAN CONTROLLER W/SPI 18DIP,pmic-supervisors,1221,2.71,"18-DIP (0.300"", 7.62mm)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2515-I-P/593000,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,CANbus,,,CAN 2.0,2.7V ~ 5.5V
MCP2515-I/SO,Microchip Technology,IC CAN CONTROLLER W/SPI 18SOIC,pmic-supervisors,9539,2.44,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2515-I-SO/593001,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,CANbus,,,CAN 2.0,2.7V ~ 5.5V
MCP2515-I/ST,Microchip Technology,IC CAN CONTROLLER W/SPI 20TSSOP,pmic-supervisors,3265,2.67,"20-TSSOP (0.173"", 4.40mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/MCP2515-Stand-Alone-CAN-Controller-with-SPI-20001801J.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2515-I-ST/593002,10mA,,Not Verified,Controller,,,SPI,,,-40°C ~ 85°C,,CANbus,,,CAN 2.0,2.7V ~ 5.5V
