MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Grade,Logic Type,Number of Bits,Operating Temperature,Qualification,Series,Supply Voltage
SN74S1053PW,Texas Instruments,IC SCHOT BAR DIODE 16BIT 20TSSOP,clock-timing-programmable-timers-oscillators,133,4.59,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74S1053PW/1593116,,Schottky Barrier Diode Bus-Termination Array,16,0°C ~ 70°C,,74S,
SN74S1053PWR,Texas Instruments,IC SCHOT BAR DIODE 16BIT 20TSSOP,clock-timing-programmable-timers-oscillators,3166,5.13,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74S1053PWR/509741,,Schottky Barrier Diode Bus-Termination Array,16,0°C ~ 70°C,,74S,
SN74S181N,Texas Instruments,ARITHMETIC LOGIC UNIT,clock-timing-programmable-timers-oscillators,6096,2.0,-,-,Active,https://www.ti.com/lit/ds/sdls136/sdls136.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74S181N/12126157,,,,,,*,
SN74S182N,Texas Instruments,LOOK-AHEAD CARRY GENERATOR,clock-timing-programmable-timers-oscillators,1150,65.18,-,-,Active,https://www.ti.com/lit/ds/sdls206/sdls206.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74S182N/12132903,,,,,,*,
SN74S183N,Texas Instruments,IC ARITHMETIC LOGIC UNIT,clock-timing-programmable-timers-oscillators,4700,1.96,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74S183N/13498118,,Arithmetic Logic Unit,,,,*,
SN74S283N,Texas Instruments,IC BINARY FULL ADDER 4BIT 16PDIP,clock-timing-programmable-timers-oscillators,0,9.5834,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74S283N/1594986,,Binary Full Adder with Fast Carry,4,0°C ~ 70°C,,74S,4.75V ~ 5.25V
SN74SSQE32882ZALR,Texas Instruments,IC REG BUFFER 28-56BIT 176-NFBGA,clock-timing-programmable-timers-oscillators,0,8.40378,176-TFBGA,Surface Mount,Not For New Designs,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1086/SN74SSQE32882.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSQE32882ZALR/1833285,,1:2 Registered Buffer with Parity,"28, 56",0°C ~ 85°C,,,1.425V ~ 1.575V
SN74SSQE32882ZCJR,Texas Instruments,IC REG BUFFER 28-56BIT 176-NFBGA,clock-timing-programmable-timers-oscillators,11,13.55,176-TFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1086/SN74SSQE32882.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSQE32882ZCJR/1967860,,1:2 Registered Buffer with Parity,"28, 56",0°C ~ 85°C,,,1.425V ~ 1.575V
SN74SSQEA32882ZALR,Texas Instruments,IC REG BUFFER 28-56BIT 176-NFBGA,clock-timing-programmable-timers-oscillators,0,7.29344,176-TFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSQEA32882ZALR/2118049,,1:2 Registered Buffer with Parity,"28, 56",0°C ~ 85°C,,,
SN74SSQEB32882ZALR,Texas Instruments,IC REG BUFFER 28-56BIT 176-NFBGA,clock-timing-programmable-timers-oscillators,0,7.29344,176-TFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSQEB32882ZALR/2350365,,1:2 Registered Buffer with Parity,"28, 56",,,74SSQEB,"1.25V, 1.35V, 1.5V"
SN74SSQEC32882ZALR,Texas Instruments,IC REG BUFFER 28-56BIT 176-NFBGA,clock-timing-programmable-timers-oscillators,0,7.29344,176-TFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSQEC32882ZALR/2798825,,1:2 Registered Buffer with Parity,"28, 56",0°C ~ 85°C,,,"1.25V, 1.35V, 1.5V"
SN74SSTEB32866ZWLR,Texas Instruments,IC CONFIG BUFF 25BIT 96-BGA,clock-timing-programmable-timers-oscillators,0,10.06236,96-LFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTEB32866ZWLR/2061785,,Configurable Buffer with Address-Parity Test,25,-40°C ~ 85°C,,,1.425V ~ 1.575V
SN74SSTL16857DGGR,Texas Instruments,IC REGISTER BUFFER 14BIT 48TSSOP,clock-timing-programmable-timers-oscillators,12000,8.84,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2594/SN74SSTL16857%20Rev1999.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTL16857DGGR/11517578,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTL,2.3V ~ 2.7V
SN74SSTU32864CZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,0,11.2,96-LFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/916/SN74SSTU32864C.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTU32864CZKER/720806,,"1:1, 1:2 Configurable Registered Buffer","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
SN74SSTU32864DZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,629,12.3,96-LFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/905/SN74SSTU32864D.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTU32864DZKER/754555,,"1:1, 1:2 Configurable Registered Buffer","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
SN74SSTU32864EZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,0,7.55473,96-LFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1097/SN74SSTU32864E.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTU32864EZKER/807604,,"1:1, 1:2 Configurable Registered Buffer","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
SN74SSTU32864GKER,Texas Instruments,IC CONF REG BUF 25-14BIT 96LFBGA,clock-timing-programmable-timers-oscillators,21797,9.75,96-LFBGA,Surface Mount,Obsolete,https://www.ti.com/lit/ds/sces434/sces434.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTU32864GKER/11554784,,"1:1, 1:2 Configurable Registered Buffer","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
SN74SSTU32864NMJR,Texas Instruments,IC CONF REG BUF 25-14BIT 96NFBGA,clock-timing-programmable-timers-oscillators,945,23.22,96-LFBGA,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/sn74sstu32864.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTU32864NMJR/13562979,,Configurable Registered Buffer,"25, 14",0°C ~ 70°C,,74SSTU,1.7V ~ 1.9V
SN74SSTU32864ZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,0,4.44,96-LFBGA,Surface Mount,Obsolete,https://www.ti.com/lit/ds/sces434/sces434.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTU32864ZKER/720729,,"1:1, 1:2 Configurable Registered Buffer","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
SN74SSTU32866AZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,0,8.74107,96-LFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1027/SN74SSTU32866A.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTU32866AZKER/807025,,"1:1, 1:2 Configurable Registered Buffer with Parity","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
SN74SSTU32866GKER,Texas Instruments,IC CONF REG BUF 25-14BIT 96LFBGA,clock-timing-programmable-timers-oscillators,0,8.74107,96-LFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1073/SN74SSTU32866.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTU32866GKER/863659,,"1:1, 1:2 Configurable Registered Buffer with Parity","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
SN74SSTU32866ZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,0,10.38932,96-LFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1073/SN74SSTU32866.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTU32866ZKER/863660,,"1:1, 1:2 Configurable Registered Buffer with Parity","25, 14",0°C ~ 70°C,,,1.7V ~ 1.9V
SN74SSTUB32864NMJR,Texas Instruments,IC CONF REG BUF 25-14BIT 96NFBGA,clock-timing-programmable-timers-oscillators,0,10.53206,96-LFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTUB32864NMJR/13577866,,Configurable Registered Buffer,"25, 14",-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
SN74SSTUB32864ZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,0,9.8,96-LFBGA,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTUB32864ZKER/1241950,,"1:1, 1:2 Configurable Registered Buffer","25, 14",-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
SN74SSTUB32866NMJR,Texas Instruments,IC CONFIG BUFF 25-14BIT 96-NFBGA,clock-timing-programmable-timers-oscillators,0,10.53976,96-LFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTUB32866NMJR/13583355,,Configurable Buffer with Address-Parity Test,"25, 14",-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
SN74SSTUB32866ZKER,Texas Instruments,IC CONFI REG BUF 25-14BIT 96PBGA,clock-timing-programmable-timers-oscillators,661,11.95,96-LFBGA,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTUB32866ZKER/1241951,,"1:1, 1:2 Configurable Registered Buffer with Parity","25, 14",-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
SN74SSTUB32866ZWLR,Texas Instruments,IC CONFIG REG BUF 25-14BIT 96BGA,clock-timing-programmable-timers-oscillators,0,10.53976,96-LFBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTUB32866ZWLR/1669018,,"1:1, 1:2 Configurable Registered Buffer with Parity","25, 14",-40°C ~ 85°C,,74SSTUB,1.7V ~ 1.9V
SN74SSTV16857DGG,Texas Instruments,IC REG BUFFER 14-BIT 48-TSSOP,clock-timing-programmable-timers-oscillators,1800,1.8,-,-,Active,https://rocelec.widen.net/view/pdf/chsae59ktx/TXII-S-A0003088908-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74SSTV16857DGG/13464860,,,,,,*,
SN74SSTV16857DGGR,Texas Instruments,IC REGISTER BUFFER 14BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,2.4095,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2154/SN74SSTVF16857_2003.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTV16857DGGR/484671,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTV,2.3V ~ 2.7V
SN74SSTV16857DGVR,Texas Instruments,IC REGISTER BUFFER 14BIT 48TVSOP,clock-timing-programmable-timers-oscillators,0,2.4095,"48-TFSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2154/SN74SSTVF16857_2003.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTV16857DGVR/404313,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTV,2.3V ~ 2.7V
SN74SSTV16859DGG,Texas Instruments,IC REGTR BUFF 13-26BIT 64-TSSOP,clock-timing-programmable-timers-oscillators,730,1.16,"64-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/wkytnxbdml/TXII-S-A0002497571-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74SSTV16859DGG/12127011,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTV,2.3V ~ 2.7V
SN74SSTV16859DGGR,Texas Instruments,IC REGTR BUFF 13-26BIT 64-TSSOP,clock-timing-programmable-timers-oscillators,0,7.78316,"64-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/sces297d/sces297d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTV16859DGGR/484670,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTV,2.3V ~ 2.7V
SN74SSTV16859RGQ8,Texas Instruments,IC REGTR BUFF 13-26BIT 56-VQFN,clock-timing-programmable-timers-oscillators,2000,4.49758,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.ti.com/lit/ds/sces297d/sces297d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTV16859RGQ8/863661,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTV,2.3V ~ 2.7V
SN74SSTV16859RGQR,Texas Instruments,IC REGTR BUFF 13-26BIT 56-VQFN,clock-timing-programmable-timers-oscillators,0,3.92209,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.ti.com/lit/ds/sces297d/sces297d.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTV16859RGQR/530079,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTV,2.3V ~ 2.7V
SN74SSTV32852GKFR,Texas Instruments,IC REGISTER BUFF 24-48BIT 114BGA,clock-timing-programmable-timers-oscillators,0,12.09,114-LFBGA,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTV32852GKFR/484669,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"24, 48",-40°C ~ 85°C (TA),,74SSTV,2.3V ~ 2.7V
SN74SSTV32852ZKFR,Texas Instruments,IC REGISTER BUFF 24-48BIT 114BGA,clock-timing-programmable-timers-oscillators,0,10.3,114-LFBGA,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTV32852ZKFR/863662,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"24, 48",0°C ~ 70°C,,74SSTV,2.3V ~ 2.7V
SN74SSTV32867GKER,Texas Instruments,IC REGISTER BUFFER 26BIT 96LFBGA,clock-timing-programmable-timers-oscillators,2000,7.09,96-LFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/729/sn74sstv32867.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTV32867GKER/11556537,,Registered Buffer with SSTL_2 Compatible I/O for DDR,26,0°C ~ 70°C,,74SSTV,2.3V ~ 2.7V
SN74SSTV32877GKER,Texas Instruments,IC REGISTER BUFFER 26BIT 96LFBGA,clock-timing-programmable-timers-oscillators,2890,14.15,96-LFBGA,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1040/sn74sstv32877.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTV32877GKER/11527184,,Registered Buffer with SSTL_2 Compatible I/O for DDR,26,0°C ~ 70°C,,74SSTV,2.3V ~ 2.7V
SN74SSTVF16857GR,Texas Instruments,IC REGISTER BUFFER 14BIT 48TSSOP,clock-timing-programmable-timers-oscillators,0,4.50758,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/sces411b/sces411b.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTVF16857GR/500997,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SN74SSTVF16857VR,Texas Instruments,IC REGISTER BUFFER 14BIT 48TVSOP,clock-timing-programmable-timers-oscillators,85800,2.96,"48-TFSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/911/SN74SSTVF16857_Rev2006.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTVF16857VR/11525103,,Registered Buffer with SSTL_2 Compatible I/O for DDR,14,0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SN74SSTVF16859DGG,Texas Instruments,REGISTERED BUFFER SINGLE 13-CH C,clock-timing-programmable-timers-oscillators,2175,1.69,-,-,Active,https://rocelec.widen.net/view/pdf/qpvzyxxbrw/_sn74sstvf16859.pdf?t.download=true&u=ovmfp3,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74SSTVF16859DGG/13496690,,,,,,*,
SN74SSTVF16859G4R,Texas Instruments,IC REGTR BUFF 13-26BIT 56-VQFN,clock-timing-programmable-timers-oscillators,0,4.99093,56-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTVF16859G4R/863490,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SN74SSTVF16859GR,Texas Instruments,IC REGTR BUFF 13-26BIT 64-TSSOP,clock-timing-programmable-timers-oscillators,0,5.88434,"64-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTVF16859GR/863663,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SN74SSTVF16859GRG4,Texas Instruments,IC REGTR BUFF 13-26BIT 64-TSSOP,clock-timing-programmable-timers-oscillators,0,4.30679,"64-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTVF16859GRG4/1594215,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SN74SSTVF16859S8,Texas Instruments,IC REGTR BUFF 13-26BIT 56-VQFN,clock-timing-programmable-timers-oscillators,0,4.99093,56-VFQFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTVF16859S8/863664,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SN74SSTVF16859SR,Texas Instruments,IC REGTR BUFF 13-26BIT 56-VQFN,clock-timing-programmable-timers-oscillators,0,3.14407,56-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2270/SN74SSTVF16859_2004.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTVF16859SR/863665,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"13, 26",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SN74SSTVF32852KR,Texas Instruments,IC REGISTER BUFF 24-48BIT 114BGA,clock-timing-programmable-timers-oscillators,0,0.0,114-LFBGA,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74SSTVF32852KR/571430,,Registered Buffer with SSTL_2 Compatible I/O for DDR,"24, 48",0°C ~ 70°C,,74SSTVF,2.3V ~ 2.7V
SN74TVC16222ADGGR,Texas Instruments,IC VOLTAGE CLAMP 22BIT 48-TSSOP,clock-timing-programmable-timers-oscillators,1898,3.94,"48-TFSOP (0.240"", 6.10mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC16222ADGGR/381098,,Voltage Clamp,22,-40°C ~ 85°C,,,
SN74TVC16222ADGVR,Texas Instruments,IC VOLTAGE CLAMP 22BIT 48-TVSOP,clock-timing-programmable-timers-oscillators,0,2.30538,"48-TFSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC16222ADGVR/381097,,Voltage Clamp,22,-40°C ~ 85°C,,,
SN74TVC16222ADL,Texas Instruments,IC VOLTAGE CLAMP 22BIT 48-SSOP,clock-timing-programmable-timers-oscillators,173,4.26,"48-BSSOP (0.295"", 7.50mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC16222ADL/1593223,,Voltage Clamp,22,-40°C ~ 85°C,,,
SN74TVC16222ADLG4,Texas Instruments,IC VOLTAGE CLAMP 22BIT 48-SSOP,clock-timing-programmable-timers-oscillators,0,1.6218,"48-BSSOP (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC16222ADLG4/1593224,,Voltage Clamp,22,-40°C ~ 85°C,,,
SN74TVC16222ADLR,Texas Instruments,IC VOLTAGE CLAMP 22BIT 48-SSOP,clock-timing-programmable-timers-oscillators,0,2.41626,"48-BSSOP (0.295"", 7.50mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC16222ADLR/381034,,Voltage Clamp,22,-40°C ~ 85°C,,,
SN74TVC16222DGGR,Texas Instruments,IC VOLTAGE CLAMP 22BIT,clock-timing-programmable-timers-oscillators,601,1.04,-,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC16222DGGR/12598168,,Voltage Clamp,22,,,,
SN74TVC16222DGVR,Texas Instruments,IC VOLTAGE CLAMP 22BIT,clock-timing-programmable-timers-oscillators,9650,1.04,-,Surface Mount,Active,https://rocelec.widen.net/view/pdf/wuktmoklju/TXIIS71615-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74TVC16222DGVR/12126562,,Voltage Clamp,22,,,,
SN74TVC16222DL,Texas Instruments,IC VOLTAGE CLAMP 22BIT,clock-timing-programmable-timers-oscillators,5446,1.04,-,Surface Mount,Active,https://rocelec.widen.net/view/pdf/wuktmoklju/TXIIS71615-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74TVC16222DL/12133947,,Voltage Clamp,22,,,,
SN74TVC3010DBQR,Texas Instruments,IC VOLTAGE CLAMP 10BIT 24-SSOP,clock-timing-programmable-timers-oscillators,0,1.26126,"24-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC3010DBQR/381271,,Voltage Clamp,10,-40°C ~ 85°C,,,
SN74TVC3010DBQRG4,Texas Instruments,IC VOLTAGE CLAMP 10BIT 24-SSOP,clock-timing-programmable-timers-oscillators,0,0.76837,"24-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC3010DBQRG4/1594218,,Voltage Clamp,10,-40°C ~ 85°C,,,
SN74TVC3010DGVR,Texas Instruments,IC VOLTAGE CLAMP 10BIT 24-TVSOP,clock-timing-programmable-timers-oscillators,149,2.2,"24-TFSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC3010DGVR/381093,,Voltage Clamp,10,-40°C ~ 85°C,,,
SN74TVC3010DGVRG4,Texas Instruments,IC VOLTAGE CLAMP 10BIT 24-TVSOP,clock-timing-programmable-timers-oscillators,0,0.77467,"24-TFSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74TVC3010DGVRG4/1904739,,Voltage Clamp,10,-40°C ~ 85°C,,,
